,carat,cut,color,clarity,depth,table,price,x,y
19909,1.65,Ideal,E,SI2,58.7,56,8455,7.76,7.73
19910,1.21,Premium,G,VS1,59.5,58,8456,7.01,6.97
19911,1.21,Premium,G,VS1,62.7,58,8456,6.79,6.74
19912,1.24,Ideal,D,SI1,60.4,57,8457,6.95,7.02
19913,1.8,Premium,I,SI2,61.8,59,8457,7.9,7.8
19914,1.28,Premium,G,VS2,61.4,58,8458,7,6.92
19915,1.51,Very Good,F,SI2,63.2,60,8462,7.2,7.27
19916,1.27,Premium,D,SI1,62.5,58,8463,6.92,6.87
19917,1.51,Good,I,SI1,63.7,58,8464,7.26,7.22
19918,1.23,Ideal,G,VS1,61.8,57,8465,6.89,6.86
19919,1.4,Premium,I,VVS2,62,58,8467,7.22,7.16
19920,1.5,Good,J,VS1,64.1,55,8467,7.23,7.13
19921,1,Very Good,F,VVS2,63.2,56,8467,6.42,6.37
19922,2.5,Premium,H,I1,59.9,60,8467,8.75,8.67
19923,1.03,Premium,D,VVS2,61.7,59,8469,6.43,6.48
19924,1.56,Very Good,I,SI1,60.2,61,8470,7.5,7.59
19925,1.01,Premium,F,VVS2,61.8,59,8470,6.46,6.42
19926,1.5,Ideal,H,SI2,62.4,58,8471,7.29,7.26
19927,1.5,Very Good,I,SI1,60.7,58,8475,7.34,7.4
19928,1.56,Premium,J,VS1,61.1,59,8476,7.52,7.49
19929,1.39,Premium,F,SI1,62.1,58,8476,7.1,7.16
19930,1.52,Premium,I,SI1,61.9,58,8477,7.37,7.42
19931,1.54,Ideal,J,VS2,62.7,56,8479,7.32,7.36
19932,1.34,Premium,E,VS2,58.2,60,8480,7.26,7.21
19933,1.08,Ideal,D,VS2,61.9,58,8481,6.54,6.57
19934,1.03,Ideal,G,VVS2,61.2,57,8483,6.48,6.52
19935,1.22,Ideal,G,VS2,59.9,56,8485,7.01,6.97
19936,1.02,Ideal,G,VVS1,62.6,56,8485,6.39,6.42
19937,1.23,Premium,F,VS2,62.9,58,8486,6.82,6.76
19938,1.2,Ideal,F,VS2,62.3,55,8486,6.83,6.79
19939,1.2,Ideal,F,VS2,62.6,56,8486,6.78,6.73
19940,1.66,Premium,J,SI1,60.7,58,8487,7.72,7.63
19941,1.06,Ideal,G,VVS1,61.6,57,8488,6.53,6.55
19942,1.02,Premium,G,IF,61.8,59,8489,6.41,6.46
19943,1.24,Ideal,H,VVS1,62.3,54,8489,6.88,6.9
19944,1.5,Premium,H,SI2,62.3,60,8490,7.22,7.3
19945,1.2,Very Good,G,VS2,63.2,56,8491,6.82,6.75
19946,1.07,Ideal,G,VVS2,61.8,55,8491,6.57,6.61
19947,2.34,Premium,I,I1,61.5,60,8491,8.47,8.43
19948,1.5,Good,E,SI2,64.5,58,8492,7.06,7.11
19949,1.66,Good,J,VS2,64.4,54,8496,7.45,7.54
19950,1.55,Ideal,J,VS2,61.4,55,8498,7.41,7.49
19951,1.25,Ideal,H,VS2,61.1,55,8498,6.94,6.97
19952,1.53,Premium,H,SI2,62.5,59,8499,7.4,7.36
19953,1.53,Ideal,H,SI2,61.9,57,8499,7.42,7.34
19954,1.15,Premium,G,VVS2,58.4,59,8501,6.92,6.84
19955,1.32,Ideal,I,VVS1,61,56,8501,7.09,7.07
19956,1.21,Premium,G,VS2,61,58,8504,6.88,6.82
19957,1.24,Ideal,G,VS2,62.1,56,8504,6.87,6.91
19958,1.21,Very Good,F,VS2,61.6,58,8505,6.79,6.88
19959,1.7,Ideal,J,SI2,60.5,57,8505,7.74,7.84
19960,1.11,Ideal,H,VVS1,60.8,56,8508,6.68,6.76
19961,1.23,Ideal,H,VVS2,61.6,57,8509,6.87,6.92
19962,1.4,Premium,G,SI1,62.5,58,8511,7.12,7.06
19963,1.52,Premium,G,SI1,62.2,58,8512,7.39,7.33
19964,1.08,Very Good,D,VS1,60.5,58,8513,6.53,6.63
19965,1.59,Very Good,J,VS1,60.1,60,8515,7.56,7.59
19966,1.59,Very Good,J,VS1,60.7,59,8515,7.49,7.54
19967,1.56,Ideal,H,SI2,62.1,58,8517,7.35,7.41
19968,1.5,Good,D,SI2,62.4,61,8517,7.23,7.36
19969,1.56,Ideal,E,SI2,61.2,56,8518,7.53,7.49
19970,1.5,Very Good,D,SI2,63.3,57,8518,7.27,7.2
19971,1.5,Good,D,SI2,63.8,58,8518,7.2,7.16
19972,1.5,Premium,D,SI2,58.9,60,8518,7.48,7.45
19973,1.16,Very Good,E,VS2,62.1,58,8520,6.63,6.7
19974,1.52,Premium,I,SI1,61.2,60,8521,7.41,7.36
19975,1.2,Good,D,VS2,62.4,60,8521,6.69,6.77
19976,1.23,Ideal,F,VS1,61.3,57,8523,6.86,6.93
19977,1.51,Premium,J,VS1,62.1,58,8524,7.4,7.36
19978,1.51,Very Good,J,VS1,61.2,63,8524,7.31,7.24
19979,1.51,Premium,J,VS1,61.8,61,8524,7.26,7.21
19980,1.51,Ideal,J,VS1,61.9,56,8524,7.41,7.35
19981,1.01,Very Good,F,VVS2,61.9,56,8525,6.42,6.48
19982,1.59,Very Good,J,VS2,62.9,58.1,8526,7.39,7.45
19983,1.03,Premium,F,VVS2,61.3,57,8527,6.53,6.49
19984,1.11,Very Good,F,VS1,60.7,55,8528,6.69,6.71
19985,1.01,Fair,E,VVS1,66.1,55,8529,6.19,6.1
19986,1.42,Ideal,H,SI1,62,56,8529,7.17,7.22
19987,1.53,Ideal,G,SI1,61.3,57,8529,7.42,7.32
19988,1.6,Premium,F,SI2,60.5,60,8530,7.55,7.52
19989,1.29,Premium,G,VS2,61.9,58,8530,7.02,6.97
19990,1.6,Ideal,I,SI2,61.9,57,8530,7.51,7.48
19991,1.01,Ideal,F,VVS2,61,57,8532,6.46,6.52
19992,1.01,Very Good,F,VVS2,61.8,55,8532,6.36,6.45
19993,1.01,Premium,F,VVS2,62,58,8532,6.36,6.45
19994,1.01,Ideal,F,VVS2,61.8,56,8532,6.46,6.49
19995,1.04,Premium,D,VS1,60.5,59,8532,6.62,6.58
19996,1.22,Good,G,VS2,59.9,61,8533,6.88,6.91
19997,1.54,Very Good,I,VS2,62,58,8537,7.38,7.43
19998,1.05,Very Good,F,VVS2,61.3,59,8537,6.48,6.56
19999,1.57,Very Good,J,VS2,62,58,8538,7.45,7.48
20000,1.5,Very Good,E,SI2,62.8,57,8538,7.17,7.23
20001,1.71,Premium,J,SI2,62.6,57,8540,7.62,7.58
20002,1.23,Ideal,H,VS2,61.5,57,8541,6.92,6.87
20003,1.51,Very Good,H,SI1,63.5,55,8541,7.31,7.22
20004,1.27,Ideal,G,VS1,60.9,57,8543,7.02,6.97
20005,1.35,Premium,H,VS1,62.3,58,8543,7.1,7.05
20006,1.2,Ideal,G,VS1,62.4,57,8545,6.78,6.8
20007,1.2,Ideal,G,VS1,62,57,8545,6.78,6.81
20008,1.02,Ideal,E,VS1,62.6,56,8545,6.45,6.42
20009,1.05,Ideal,G,VVS1,60.1,57,8546,6.63,6.68
20010,1.55,Ideal,J,VS1,60.4,57,8548,7.52,7.54
20011,0.3,Very Good,H,SI1,61.3,61,421,4.25,4.27
20012,0.32,Good,G,SI2,63.4,55,421,4.32,4.35
20013,0.32,Premium,G,SI2,61.6,59,421,4.35,4.38
20014,0.32,Very Good,I,SI1,59.9,61,421,4.44,4.47
20015,0.32,Premium,I,SI1,61.1,59,421,4.38,4.42
20016,0.3,Very Good,H,SI1,62.9,58,421,4.22,4.24
20017,0.3,Very Good,H,SI1,60.8,61,421,4.25,4.3
20018,0.3,Good,H,SI1,63.4,57,421,4.27,4.31
20019,0.32,Premium,G,SI2,61,59,421,4.36,4.42
20020,0.3,Good,H,SI1,63.9,55,421,4.24,4.27
20021,0.3,Good,E,SI2,63.5,55,421,4.27,4.3
20022,0.32,Very Good,I,SI1,61.6,61,421,4.36,4.4
20023,0.32,Ideal,G,SI2,62.5,57,421,4.35,4.38
20024,0.32,Very Good,G,SI2,62.3,58,421,4.37,4.42
20025,0.32,Very Good,G,SI2,62.4,59,421,4.35,4.4
20026,0.32,Good,F,SI2,63.8,55,421,4.34,4.35
20027,0.32,Premium,F,SI2,59.7,59,421,4.43,4.48
20028,0.3,Very Good,E,SI2,61.9,58,421,4.28,4.31
20029,0.3,Very Good,H,SI1,61.2,62,421,4.28,4.31
20030,0.32,Very Good,J,VS1,60.6,59,421,4.42,4.46
20031,0.3,Very Good,H,SI1,62.9,56,421,4.28,4.31
20032,0.32,Very Good,G,SI2,63,56,421,4.32,4.35
20033,0.3,Very Good,H,SI1,59.5,62,421,4.32,4.35
20034,0.32,Premium,G,SI2,62.7,58,421,4.35,4.39
20035,0.3,Very Good,E,SI2,61.6,61,421,4.25,4.29
20036,0.3,Very Good,H,SI1,62.9,57,421,4.26,4.29
20037,0.3,Ideal,I,VS2,62.6,56,421,4.29,4.31
20038,0.3,Very Good,E,SI2,61.7,61,421,4.28,4.31
20039,0.3,Good,H,SI1,63.4,58,421,4.21,4.24
20040,0.3,Premium,H,SI1,59.3,59,421,4.36,4.38
20041,0.42,Ideal,H,SI2,62,54,625,4.83,4.85
20042,0.42,Ideal,H,SI2,61.4,56,625,4.81,4.86
20043,0.42,Ideal,H,SI2,62,54,625,4.81,4.83
20044,0.4,Ideal,H,SI2,62.6,55,625,4.73,4.76
20045,0.41,Ideal,E,SI2,61.8,54,625,4.78,4.8
20046,0.4,Ideal,D,SI2,62,55,625,4.71,4.77
20047,0.28,Ideal,E,VS1,62,56,625,4.21,4.18
20048,0.28,Ideal,E,VS1,61.4,56,625,4.24,4.2
20049,0.28,Ideal,D,VS2,62.4,57,625,4.2,4.16
20050,0.35,Ideal,D,SI2,62.4,57,625,4.5,4.47
20051,0.31,Premium,G,VS1,61.2,60,625,4.37,4.39
20052,0.31,Very Good,G,VS1,62.9,58,625,4.3,4.35
20053,0.31,Premium,F,VS2,61.2,58,625,4.35,4.37
20054,0.31,Ideal,F,VS2,62.3,55,625,4.3,4.33
20055,0.31,Ideal,H,VVS2,62.6,56,625,4.32,4.37
20056,0.31,Very Good,F,VS2,61.4,62,625,4.32,4.34
20057,0.31,Very Good,F,VS2,62.9,59,625,4.27,4.32
20058,0.31,Ideal,G,VS1,62.1,55,625,4.33,4.37
20059,0.31,Good,G,VS1,63.2,57,625,4.28,4.33
20060,0.31,Ideal,H,VVS2,62.2,57,625,4.32,4.36
20061,0.31,Very Good,F,VS2,62.9,58,625,4.27,4.31
20062,0.31,Very Good,G,VS1,63,57,625,4.28,4.32
20063,0.31,Premium,F,VS2,60.8,60,625,4.34,4.37
20064,0.31,Ideal,F,VS2,62.1,53,625,4.34,4.39
20065,0.31,Ideal,F,VS2,62.6,55,625,4.29,4.33
20066,0.31,Ideal,F,VS2,60.8,56,625,4.38,4.41
20067,0.31,Good,G,VS1,63.8,57,625,4.29,4.33
20068,0.31,Ideal,H,VVS2,61.1,56,625,4.33,4.37
20069,0.31,Ideal,F,VS2,62.3,57,625,4.3,4.34
20070,0.31,Ideal,G,VS1,62.1,55,625,4.33,4.36
20071,1.27,Very Good,G,VS2,60.3,59,8549,6.97,7.09
20072,1.27,Premium,G,VS2,61,60,8549,6.93,6.97
20073,1.51,Very Good,J,VVS2,62.6,63,8550,7.24,7.29
20074,1.51,Good,D,SI2,64.1,61,8550,7.14,7.18
20075,1.45,Premium,H,VS1,60.6,60,8550,7.27,7.16
20076,1.01,Ideal,F,VS1,61.7,56,8552,6.48,6.45
20077,1,Very Good,F,VVS2,60,62,8553,6.43,6.46
20078,1,Very Good,F,VVS2,62.9,55,8555,6.29,6.36
20079,1.5,Ideal,I,SI1,59.4,60,8555,7.54,7.5
20080,1.5,Good,I,VS2,63.3,62,8555,7.08,7.19
20081,1.18,Ideal,G,VS1,61.9,56,8556,6.81,6.76
20082,1.21,Ideal,F,VS2,62.9,54,8557,6.82,6.78
20083,1.33,Ideal,H,VS1,59.3,57,8558,7.18,7.22
20084,1.13,Very Good,D,VS2,62.9,58,8561,6.59,6.63
20085,1.12,Premium,G,VVS1,60.9,57,8561,6.72,6.67
20086,1.37,Premium,H,VS2,62.5,59,8562,7.12,7.05
20087,1.2,Good,E,VS2,61.8,61,8563,6.69,6.71
20088,1.12,Very Good,G,VVS2,62.6,59,8564,6.58,6.61
20089,1.18,Ideal,G,VS2,62.7,55,8564,6.77,6.74
20090,1.52,Premium,H,SI1,61.2,58,8566,7.53,7.43
20091,1.06,Ideal,E,VS1,62.1,57,8567,6.52,6.49
20092,1.5,Premium,J,VVS1,62.3,62,8568,7.23,7.16
20093,1.01,Good,E,VVS2,63.9,58,8569,6.37,6.31
20094,1.57,Premium,G,SI2,61.1,61,8572,7.46,7.43
20095,1.41,Premium,G,SI1,62.1,59,8572,7.23,7.13
20096,1.51,Premium,I,SI1,58.6,62,8574,7.51,7.45
20097,1.26,Ideal,E,SI1,61.5,59,8574,6.92,6.96
20098,1.51,Very Good,G,SI2,63.2,55,8574,7.32,7.27
20099,1.51,Ideal,I,SI1,62.8,54,8574,7.31,7.27
20100,1.25,Very Good,G,VS2,63.5,60,8575,6.74,6.64
20101,1.22,Very Good,F,VS2,62.3,57,8575,6.8,6.84
20102,1.22,Premium,F,VS2,62,58,8576,6.86,6.89
20103,1.9,Fair,H,SI2,67.1,64,8576,7.57,7.52
20104,1.2,Very Good,G,VS1,61,59,8577,6.81,6.86
20105,1.37,Premium,H,VS1,60.9,59,8577,7.24,7.17
20106,1.01,Premium,F,VVS2,59.3,60,8579,6.52,6.5
20107,1.5,Very Good,G,SI2,60.7,61,8580,7.33,7.36
20108,1.5,Good,I,SI1,64,60,8580,7.13,7.25
20109,1.5,Ideal,G,SI2,61.4,56,8580,7.34,7.38
20110,1.5,Ideal,G,SI2,62,57,8580,7.26,7.31
20111,1.5,Premium,I,SI1,61.8,58,8580,7.26,7.3
20112,1.5,Very Good,G,SI2,58.5,62,8580,7.4,7.44
20113,1.25,Very Good,G,VS1,62.7,56,8580,6.81,6.93
20114,1.52,Premium,J,VS1,62.2,59,8580,7.38,7.32
20115,1.2,Premium,F,VS1,62.3,58,8580,6.78,6.71
20116,1.51,Very Good,F,SI2,62.7,60,8581,7.25,7.32
20117,1.29,Ideal,G,VS2,62.5,57,8582,6.89,6.92
20118,1.31,Ideal,H,VS1,61.5,55,8583,7.05,7.02
20119,1.31,Ideal,H,VS1,61.5,56,8583,7.06,7
20120,1.22,Premium,G,VS1,62.2,59,8583,6.82,6.87
20121,1.58,Premium,I,VS2,59.4,61,8583,7.66,7.63
20122,1.24,Ideal,G,VS1,61.9,54,8584,6.89,6.92
20123,1.23,Ideal,H,IF,61.3,57,8585,6.92,6.87
20124,1.64,Premium,I,SI2,61.3,58,8587,7.58,7.62
20125,1.2,Ideal,F,VS2,61.2,53,8588,6.88,6.85
20126,1.5,Very Good,I,SI1,60.4,61,8590,7.35,7.39
20127,1.65,Premium,I,SI2,62,59,8590,7.61,7.54
20128,1.2,Ideal,F,VS2,62.3,56,8590,6.82,6.79
20129,1.04,Ideal,G,VVS2,62.5,55,8590,6.53,6.47
20130,1.1,Very Good,G,IF,60.5,55,8592,6.77,6.71
20131,1.15,Ideal,G,VVS2,62.5,53,8592,6.69,6.72
20132,1.12,Ideal,G,VVS2,62.5,56,8592,6.59,6.66
20133,1.55,Premium,J,VS1,62.6,59,8593,7.35,7.4
20134,1.55,Premium,H,VS1,60.8,60,8593,7.54,7.5
20135,1.57,Premium,J,VS1,61.3,59,8595,7.44,7.47
20136,1.2,Premium,G,VS1,61.4,60,8596,6.86,6.81
20137,1.22,Ideal,H,VS2,61.3,56,8596,6.85,6.88
20138,1.2,Ideal,G,VS1,62.4,57,8596,6.74,6.82
20139,1.2,Ideal,G,VS1,62.3,56,8596,6.82,6.77
20140,1.2,Premium,G,VS1,60.2,60,8596,7,6.91
20141,1.2,Very Good,G,VS1,63.4,56,8596,6.74,6.7
20142,1.29,Premium,D,SI1,62.7,55,8597,6.96,6.91
20143,1.51,Premium,H,SI2,60.2,59,8598,7.43,7.33
20144,1.43,Ideal,G,SI1,62.8,57,8599,7.17,7.12
20145,1.2,Premium,E,VS2,62.2,59,8602,6.82,6.78
20146,1.2,Premium,G,VS1,62.4,58,8602,6.82,6.8
20147,1,Premium,F,VVS2,59.9,60,8602,6.5,6.46
20148,1,Premium,F,VVS2,61.3,55,8602,6.44,6.41
20149,1.2,Premium,G,VS1,62.8,58,8602,6.84,6.75
20150,1.5,Premium,J,VVS2,61.8,60,8603,7.33,7.36
20151,1.52,Ideal,J,VS1,62.3,58,8608,7.32,7.35
20152,1.03,Ideal,G,VVS1,62.4,57,8608,6.47,6.39
20153,1.22,Ideal,G,VS1,62.5,57,8608,6.82,6.77
20154,1.65,Ideal,J,SI1,62.2,54,8610,7.52,7.59
20155,1.04,Premium,F,VVS2,62.1,56,8610,6.54,6.48
20156,1.31,Ideal,I,VS1,61.8,55,8611,7.03,7.05
20157,1.03,Ideal,D,VS1,61.8,56,8612,6.46,6.54
20158,1.5,Ideal,H,SI2,62.8,55,8614,7.27,7.31
20159,1.21,Premium,G,VS1,62.7,58,8616,6.76,6.85
20160,1.21,Ideal,G,VS1,62.6,56,8616,6.77,6.81
20161,1.02,Premium,F,VVS2,60.9,59,8616,6.44,6.56
20162,1.31,Ideal,H,VS1,62.5,56,8617,6.95,7.03
20163,1.06,Ideal,F,VVS2,61.1,57,8619,6.57,6.62
20164,1.58,Very Good,H,SI2,62.4,57,8620,7.36,7.45
20165,1.52,Ideal,H,SI2,62,60,8620,7.31,7.37
20166,1.01,Very Good,G,IF,62.8,57,8621,6.39,6.42
20167,1.5,Very Good,J,VVS2,62.9,58,8622,7.25,7.31
20168,1.05,Ideal,G,VVS1,60.1,57,8623,6.58,6.63
20169,1.03,Premium,D,VVS2,61.7,59,8623,6.48,6.43
20170,1.4,Premium,H,SI1,60.5,60,8624,7.22,7.16
20171,1.02,Very Good,G,IF,62.3,59,8624,6.36,6.45
20172,1.4,Good,D,SI1,63.8,60,8624,7.01,6.95
20173,1.06,Ideal,G,VVS2,60.1,57,8626,6.61,6.66
20174,1.02,Very Good,F,VVS2,59.4,59,8627,6.58,6.69
20175,1.5,Fair,G,SI1,65.5,58,8627,7.16,7.12
20176,1.29,Very Good,H,VS1,60.8,58,8629,7.01,7.04
20177,1.21,Ideal,F,VS1,62.2,54.9,8629,6.79,6.84
20178,1.03,Ideal,E,VS1,61.9,57,8629,6.46,6.44
20179,1.03,Premium,E,VS1,62.8,58,8629,6.46,6.41
20180,1.72,Very Good,I,SI2,63.4,57,8630,7.6,7.58
20181,1.6,Premium,I,SI2,60.8,58,8630,7.59,7.51
20182,1.51,Premium,H,VS2,58.7,61,8630,7.51,7.45
20183,1.52,Premium,D,SI2,62.8,58,8631,7.37,7.28
20184,1.52,Premium,I,SI1,61.9,58,8631,7.42,7.37
20185,1.39,Premium,F,SI1,62.1,58,8631,7.16,7.1
20186,1.52,Ideal,D,SI2,62.7,56,8631,7.35,7.28
20187,1.22,Very Good,G,VS1,62.2,58,8633,6.75,6.81
20188,1.12,Premium,D,VS1,62.1,57,8633,6.68,6.65
20189,1.51,Very Good,G,SI2,60.5,54.6,8637,7.36,7.4
20190,1.51,Very Good,I,SI1,62.2,60,8637,7.23,7.3
20191,1.51,Very Good,G,SI2,62.8,56,8637,7.22,7.3
20192,1.04,Ideal,G,VVS1,62.2,55,8637,6.48,6.51
20193,1.51,Very Good,I,SI1,62.7,61,8637,7.27,7.33
20194,1.51,Ideal,G,SI2,60.8,57,8637,7.39,7.44
20195,1.51,Very Good,I,SI1,62.6,60,8637,7.27,7.34
20196,1.02,Ideal,F,VS1,62,57,8637,6.49,6.44
20197,1.53,Ideal,I,SI2,61.9,58,8637,7.39,7.34
20198,1,Very Good,E,VVS2,61,62,8638,6.4,6.46
20199,1.17,Ideal,G,VS1,61.8,57,8639,6.76,6.8
20200,2.02,Premium,J,SI2,63,58,8640,8.07,8.02
20201,1.07,Ideal,F,VS2,61.7,57,8640,6.52,6.54
20202,1.57,Ideal,G,SI2,62,56,8643,7.44,7.47
20203,1.02,Premium,G,IF,61.8,59,8643,6.46,6.41
20204,1.06,Ideal,G,VVS1,61.6,57,8643,6.55,6.53
20205,1.35,Very Good,H,VVS2,63.1,56,8644,6.95,7.03
20206,1.55,Very Good,I,SI1,62,62,8644,7.33,7.47
20207,1.28,Very Good,H,VS1,61.2,55,8645,6.98,7.04
20208,1.05,Ideal,G,VVS2,62.2,56,8645,6.49,6.53
20209,1.05,Ideal,G,VVS2,62.5,55,8645,6.49,6.53
20210,1.05,Ideal,G,VVS2,61.9,57,8645,6.51,6.54
20211,1.03,Ideal,D,VS1,62.6,57,8645,6.44,6.5
20212,1.5,Premium,H,SI2,62.3,60,8645,7.3,7.22
20213,1.16,Ideal,G,VVS2,62,56,8646,6.71,6.75
20214,1.01,Good,F,VVS2,60.3,62,8647,6.47,6.54
20215,1.01,Ideal,G,VVS1,61.1,56,8647,6.51,6.49
20216,1.17,Ideal,F,VS1,62.2,56,8648,6.74,6.77
20217,1.5,Premium,D,SI2,61.9,58,8649,7.34,7.27
20218,1.09,Very Good,G,IF,62.9,57,8650,6.52,6.58
20219,1.27,Ideal,H,VS1,61.4,56,8652,6.95,6.97
20220,1.54,Premium,J,VVS2,61.1,59,8652,7.45,7.4
20221,1.74,Premium,H,SI1,61.6,59,8653,7.7,7.62
20222,1.41,Premium,H,VS2,61.2,60,8654,7.17,7.21
20223,1.43,Very Good,H,SI1,61.7,59,8654,7.23,7.29
20224,1.53,Very Good,E,SI2,63.1,59,8654,7.38,7.21
20225,1.04,Very Good,G,IF,60.7,58,8655,6.52,6.65
20226,1.54,Very Good,I,VS2,62.2,58,8656,7.32,7.37
20227,1.02,Ideal,D,VS1,61.2,56,8658,6.48,6.53
20228,1.02,Ideal,D,VS1,62,56,8658,6.46,6.5
20229,1.21,Premium,F,VS2,61.6,58,8660,6.88,6.79
20230,1.5,Very Good,J,VS1,61.3,59,8662,7.36,7.41
20231,1.5,Very Good,I,VS2,58.4,61,8662,7.42,7.48
20232,1.5,Very Good,I,VS2,63,57,8662,7.2,7.25
20233,1.01,Ideal,G,VVS2,61.6,54,8662,6.51,6.55
20234,1.47,Very Good,H,SI1,62.9,58,8663,7.18,7.23
20235,1.7,Premium,I,SI1,58.6,59,8663,7.79,7.75
20236,1.6,Fair,D,SI2,64.7,58,8666,7.35,7.28
20237,1.01,Very Good,E,VS1,57.7,62,8668,6.57,6.63
20238,1.5,Premium,H,SI1,61.6,58,8669,7.33,7.38
20239,1.2,Ideal,F,VS2,61.9,53,8669,6.84,6.79
20240,1.2,Premium,F,VS1,61.8,59,8669,6.79,6.76
20241,1.37,Premium,H,VS1,62.9,58,8669,7.12,7.07
20242,1.24,Good,G,VS2,61.3,57,8672,6.78,6.88
20243,1.13,Ideal,F,VS1,61.1,56,8674,6.7,6.79
20244,1.08,Ideal,E,VS1,61.6,57,8674,6.58,6.61
20245,1.52,Fair,H,VS2,62.1,66,8674,7.33,7.13
20246,1.26,Premium,F,VS2,62.8,58,8676,6.89,6.84
20247,1.51,Ideal,J,VS1,61.8,59,8678,7.36,7.39
20248,1.55,Ideal,H,SI2,62.1,57,8678,7.39,7.43
20249,1.23,Ideal,F,VS1,61.3,57,8679,6.93,6.86
20250,1.73,Premium,I,VS2,59.8,58,8680,7.8,7.79
20251,1.51,Fair,G,SI1,65,59,8681,6.99,7.07
20252,1.59,Ideal,J,VS2,62.9,58,8681,7.45,7.39
20253,1.46,Premium,D,SI2,62,55,8683,7.32,7.23
20254,1.29,Very Good,G,VS2,58.7,58,8684,7.11,7.27
20255,1.5,Ideal,I,SI1,62.1,55,8685,7.32,7.36
20256,1.41,Premium,H,VS2,62,58,8686,7.19,7.12
20257,1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35
20258,1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8
20259,1.72,Ideal,J,SI1,62,57,8688,7.66,7.62
20260,1.01,Premium,F,VVS2,62,58,8688,6.45,6.36
20261,1.01,Ideal,F,VVS2,61,57,8688,6.52,6.46
20262,1.53,Premium,G,SI2,58.7,59,8688,7.51,7.45
20263,1.01,Premium,F,VVS2,61.8,55,8688,6.45,6.36
20264,1.01,Ideal,F,VVS2,61.8,56,8688,6.49,6.46
20265,1.19,Very Good,G,VVS2,61.8,59,8689,6.75,6.77
20266,1.71,Very Good,J,SI1,62.9,58,8690,7.58,7.64
20267,1.71,Premium,J,SI1,61.7,59,8690,7.63,7.7
20268,1.74,Premium,J,SI2,59.7,57,8690,7.88,7.8
20269,1.21,Ideal,F,VS2,62.4,59,8691,6.82,6.77
20270,1.24,Ideal,H,VVS1,61.9,55,8693,6.85,6.91
20271,1.05,Premium,F,VVS2,61.3,59,8693,6.56,6.48
20272,1.2,Premium,D,VS2,61.6,60,8693,6.78,6.72
20273,1.52,Premium,I,SI1,60.5,60,8694,7.4,7.48
20274,1.11,Ideal,E,VS2,62.1,53,8698,6.67,6.69
20275,1.2,Ideal,G,VS1,62.4,57.1,8698,6.72,6.79
20276,1.21,Ideal,G,VS1,61.1,58,8699,6.9,6.87
20277,1.03,Ideal,F,VVS2,61.6,56,8701,6.46,6.53
20278,1.12,Ideal,G,VVS2,62.1,54.8,8701,6.64,6.66
20279,1.2,Ideal,G,VS1,62.4,57,8701,6.8,6.78
20280,1.2,Ideal,G,VS1,62,57,8701,6.81,6.78
20281,1.5,Very Good,F,SI2,63.1,63,8702,7.27,7.21
20282,1.5,Good,I,VS2,57.8,60,8702,7.54,7.5
20283,1.05,Premium,G,VVS2,59.5,61,8702,6.69,6.63
20284,1.52,Very Good,I,SI1,62.6,60,8703,7.3,7.33
20285,1.73,Good,J,SI1,65.6,55,8703,7.42,7.47
20286,1.27,Premium,G,VS2,61,60,8705,6.97,6.93
20287,1.27,Ideal,G,VS2,62.8,54,8705,6.92,6.87
20288,1.51,Very Good,J,VVS2,62.6,63,8706,7.29,7.24
20289,1.51,Good,D,SI2,64.1,61,8706,7.18,7.14
20290,1.01,Very Good,F,VVS1,63.4,55,8706,6.44,6.34
20291,1.07,Ideal,G,VVS2,61.5,56,8707,6.58,6.6
20292,0.91,Ideal,D,VVS2,62,54,8707,6.2,6.25
20293,1.13,Premium,G,VVS1,59.3,59,8709,6.79,6.87
20294,2.16,Ideal,H,I1,62.2,56,8709,8.31,8.26
20295,1.6,Ideal,H,VS2,61.2,57,8709,7.57,7.5
20296,1.51,Ideal,H,SI2,62.1,57,8710,7.38,7.34
20297,1.21,Very Good,F,VS2,60.1,55,8711,6.91,7.01
20298,2.5,Fair,G,I1,65.1,59,8711,8.55,8.39
20299,1.2,Very Good,G,VVS2,62.4,56,8712,6.68,6.74
20300,1.5,Very Good,J,VVS2,61.5,60,8712,7.27,7.31
20301,1.33,Ideal,H,VS1,59.3,57,8714,7.22,7.18
20302,1.71,Fair,F,SI2,64.9,57,8714,7.51,7.41
20303,1.01,Fair,D,VVS2,65.4,57,8716,6.2,6.16
20304,1.64,Premium,I,SI1,62.4,58,8716,7.58,7.52
20305,1.36,Premium,H,VS2,61.9,58,8718,7.09,7.15
20306,1.24,Ideal,H,VS1,61,57,8719,6.91,6.95
20307,1.51,Good,I,VS2,62.9,57,8720,7.23,7.27
20308,1.12,Premium,G,VVS2,62.6,59,8721,6.61,6.58
20309,1.04,Premium,F,VVS2,59.2,58,8722,6.68,6.66
20310,1.1,Very Good,G,VVS1,60.4,57,8724,6.7,6.77
20311,1.06,Ideal,G,VVS2,61.4,57,8726,6.52,6.55
20312,1.06,Ideal,G,VVS2,60.3,57,8726,6.61,6.68
20313,1.24,Ideal,H,VS2,61.8,55,8726,6.91,6.95
20314,1.32,Ideal,G,VS2,62.4,57,8728,7.05,6.98
